tf,strategy,fft_n,ratio_thresh,pers_thresh,pers_window,session_label,filter_type,clock_pct,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,train_longs,train_shorts,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,oos_longs,oos_shorts,delta_pf,base_pf,base_dd,base_trades,pf_gain
M15,rsi,128,0.06,0.3,20,london,fft_clock,10.827079738352262,334,30.54,0.8238,48.85,-36.81,145,189,1612,33.5,0.9367,70.29,-58.21,786,826,0.1129,0.8956,82.99,1846,0.0411
M15,rsi,128,0.06,0.5,20,london,fft_clock,8.335005417552871,342,30.7,0.8301,48.56,-36.45,151,191,1657,33.49,0.9366,71.45,-59.28,812,845,0.1065,0.8956,82.99,1846,0.041
M15,rsi,128,0.06,0.3,20,all,fft_clock,10.827079738352262,624,32.69,0.9075,58.92,-37.32,277,347,2931,33.74,0.943,82.23,-76.75,1455,1476,0.0355,0.9119,93.21,3349,0.0311
M15,rsi,128,0.06,0.5,10,london,fft_clock,8.656045587704162,345,30.72,0.8312,48.06,-36.51,153,192,1650,33.21,0.925,73.24,-64.34,809,841,0.0938,0.8956,82.99,1846,0.0294
M15,rsi,128,0.08,0.5,20,london,fft_clock,7.416027930494804,347,31.41,0.858,45.0,-32.06,154,193,1677,33.21,0.925,74.36,-64.93,827,850,0.067,0.8956,82.99,1846,0.0294
M15,rsi,128,0.06,0.3,10,london,fft_clock,9.976323287451343,340,30.88,0.8373,47.45,-35.08,150,190,1632,33.21,0.9249,73.26,-63.98,801,831,0.0876,0.8956,82.99,1846,0.0293
M15,rsi,128,0.08,0.3,20,london,fft_clock,9.117540832296642,340,31.47,0.8604,44.24,-31.11,149,191,1641,33.21,0.9249,73.95,-64.18,806,835,0.0645,0.8956,82.99,1846,0.0293
M15,rsi,128,0.08,0.3,10,london,fft_clock,8.856695694048717,344,31.4,0.8575,44.9,-31.93,153,191,1654,33.19,0.9242,73.79,-64.76,816,838,0.0667,0.8956,82.99,1846,0.0286
M15,rsi,128,0.06,0.3,20,newyork,fft_clock,10.827079738352262,242,31.82,0.8904,26.91,-18.92,114,128,1087,35.6,1.0433,45.1,22.6,556,531,0.1529,1.015,46.16,1210,0.0283
M15,rsi,128,0.06,0.5,20,all,fft_clock,8.335005417552871,643,32.5,0.8995,59.84,-40.47,287,356,3004,33.66,0.9394,85.04,-79.23,1493,1511,0.0399,0.9119,93.21,3349,0.0275
M15,rsi,64,0.06,0.3,20,asian,fft_clock,18.748745936835345,164,34.76,0.9647,26.84,-5.53,65,99,743,34.05,0.9327,45.14,-34.76,339,404,-0.032,0.9066,62.82,948,0.0261
M15,rsi,128,0.06,0.5,10,all,fft_clock,8.656045587704162,641,32.76,0.91,57.03,-37.38,287,354,2986,33.59,0.9367,84.23,-80.18,1488,1498,0.0267,0.9119,93.21,3349,0.0248
M15,rsi,128,0.08,0.5,10,london,fft_clock,7.849432160199045,347,31.12,0.8468,46.02,-34.02,154,193,1666,33.07,0.9193,75.2,-67.02,822,844,0.0725,0.8956,82.99,1846,0.0237
M15,rsi,128,0.06,0.3,10,all,fft_clock,9.976323287451343,634,32.81,0.9118,56.92,-36.56,284,350,2947,33.56,0.9355,84.32,-80.29,1475,1472,0.0237,0.9119,93.21,3349,0.0236
M15,rsi,128,0.08,0.3,10,all,fft_clock,8.856695694048717,644,32.76,0.9099,56.69,-37.56,289,355,2988,33.47,0.9317,85.85,-82.22,1493,1495,0.0218,0.9119,93.21,3349,0.0198
M15,rsi,128,0.06,0.5,20,newyork,fft_clock,8.335005417552871,249,31.73,0.8864,25.57,-20.0,116,133,1113,35.4,1.0343,46.89,15.3,568,545,0.1479,1.015,46.16,1210,0.0193
